exp,verb,item,sent,bias,isHigh ,gender,score,score_raw,score_gil,score_mbert
ic_mismatch,crea problemi,11,la nipote crea problemi al nipote perché è [+male].,81,0,m,,0.3671837337,0.1325156353,0.07167296635
ic_mismatch,crea problemi,11,la nipote crea problemi al nipote perché è [+female].,81,1,f,,0.0224000667,0.1524745636,0.4299724835
ic_mismatch,delude,11,il nipote delude la nipote perché è [+male].,71,1,m,,0.0369514744,0.09262547037,0.055372642
ic_mismatch,delude,11,il nipote delude la nipote perché è [+female].,71,0,f,,0.3469490297,0.212972682,0.507978731
ic_mismatch,delude,11,la nipote delude il nipote perché è [+male].,71,0,m,,0.4637118499,0.1443252796,0.2773657594
ic_mismatch,delude,11,la nipote delude il nipote perché è [+female].,71,1,f,,0.0161236506,0.1688178303,0.1927999957
ic_mismatch,spaventa,11,il nipote spaventa la nipote perché è [+male].,84,1,m,,0.1239232435,0.10415992,0.05489982921
ic_mismatch,spaventa,11,il nipote spaventa la nipote perché è [+female].,84,0,f,,0.3747037612,0.2120327218,0.58775209
ic_mismatch,spaventa,11,la nipote spaventa il nipote perché è [+male].,84,0,m,,0.599034182,0.1707172266,0.3352599354
ic_mismatch,spaventa,11,la nipote spaventa il nipote perché è [+female].,84,1,f,,0.0191118498,0.1340758624,0.2027738235
ic_mismatch,stupisce,11,il nipote stupisce la nipote perché è [+male].,96,1,m,,0.075724158,0.07878010068,0.06910379254
ic_mismatch,stupisce,11,il nipote stupisce la nipote perché è [+female].,96,0,f,,0.2866358431,0.1481562052,0.4670293935
ic_mismatch,stupisce,11,la nipote stupisce il nipote perché è [+male].,96,0,m,,0.3850268875,0.06288542738,0.1741048089
ic_mismatch,stupisce,11,la nipote stupisce il nipote perché è [+female].,96,1,f,,0.0216901461,0.1843842661,0.2851022299
ic_mismatch,infastidisce,11,il nipote infastidisce la nipote perché è [+male].,76,1,m,,0.0885078567,0.0792272836,0.05941474176
ic_mismatch,infastidisce,11,il nipote infastidisce la nipote perché è [+female].,76,0,f,,0.2513443297,0.2115732506,0.6721991405
ic_mismatch,infastidisce,11,la nipote infastidisce il nipote perché è [+male].,76,0,m,,0.4127637055,0.136026579,0.3403450028
ic_mismatch,infastidisce,11,la nipote infastidisce il nipote perché è [+female].,76,1,f,,0.01268346,0.1338201109,0.2901638953
ic_mismatch,annoia,11,il nipote annoia la nipote perché è [+male].,86,1,m,,0.0853085816,0.2217190643,0.04049721453
ic_mismatch,annoia,11,il nipote annoia la nipote perché è [+female].,86,0,f,,0.3012357713,0.2115781875,0.5191396236
ic_mismatch,annoia,11,la nipote annoia il nipote perché è [+male].,86,0,m,,0.526557971,0.3473000964,0.2818489569
ic_mismatch,annoia,11,la nipote annoia il nipote perché è [+female].,86,1,f,,0.0083359964,0.08937803144,0.1719795245
ic_mismatch,mette in guardia,11,il nipote mette in guardia la nipote perché è [+male].,42,1,m,,0.0492628831,0.1131604309,0.04207908869
ic_mismatch,mette in guardia,11,il nipote mette in guardia la nipote perché è [+female].,42,0,f,,0.2390814545,0.2186398371,0.7208954484
ic_mismatch,mette in guardia,11,la nipote mette in guardia il nipote perché è [+male].,42,0,m,,0.4381501353,0.1412176241,0.4965914839
ic_mismatch,mette in guardia,11,la nipote mette in guardia il nipote perché è [+female].,42,1,f,,0,0.1850912888,0.1600430032
ic_mismatch,odia,11,il nipote odia la nipote perché è [+male].,29,1,m,,0.0164528107,0.08706250554,0.04151448316
ic_mismatch,odia,11,il nipote odia la nipote perché è [+female].,29,0,f,,0.370699744,0.2358182739,0.4297601808
ic_mismatch,odia,11,la nipote odia il nipote perché è [+male].,29,0,m,,0.3709768408,0.1861856016,0.1821295827
ic_mismatch,odia,11,la nipote odia il nipote perché è [+female].,29,1,f,,0.0108220915,0.1258274596,0.1869851358
ic_mismatch,si fida,11,il nipote si fida della nipote perché è [+male].,8,1,m,,0.0214052752,0.07804631209,0.2901603893
ic_mismatch,si fida,11,il nipote si fida della nipote perché è [+female].,8,0,f,,0.2356475997,0.1767115463,0.1330543177
ic_mismatch,si fida,11,la nipote si fida del nipote perché è [+male].,8,0,m,,0.3071470531,0.07597731566,0.06676251057
ic_mismatch,si fida,11,la nipote si fida del nipote perché è [+female].,8,1,f,,0.0084279473,0.161869402,0.40697852
ic_mismatch,compatisce,11,il nipote compatisce la nipote perché è [+male].,14,1,m,,0,0.02098274417,0.1260396271
ic_mismatch,compatisce,11,il nipote compatisce la nipote perché è [+female].,14,0,f,,0.3120897789,0.2606185973,0.2611108628
ic_mismatch,compatisce,11,la nipote compatisce il nipote perché è [+male].,14,0,m,,0.3424368445,0.2001243932,0.0915084118
ic_mismatch,compatisce,11,la nipote compatisce il nipote perché è [+female].,14,1,f,,0.0057878778,0.06174950767,0.3015519324
ic_mismatch,teme,11,il nipote teme la nipote perché è [+male].,14,1,m,,0.1138441674,0.1318324921,0.07551945187
ic_mismatch,teme,11,il nipote teme la nipote perché è [+female].,14,0,f,,0.2977343677,0.1942822393,0.3797732362
ic_mismatch,teme,11,la nipote teme il nipote perché è [+male].,14,0,m,,0.4226518611,0.1742295972,0.2096241098
ic_mismatch,teme,11,la nipote teme il nipote perché è [+female].,14,1,f,,0.0336470427,0.1721915472,0.1944583473
ic_mismatch,nota,11,il nipote nota la nipote perché è [+male].,7,1,m,,0.0244568069,0.05233013537,0.04486422986
ic_mismatch,nota,11,il nipote nota la nipote perché è [+female].,7,0,f,,0.3045797986,0.202913804,0.5145184204
ic_mismatch,nota,11,la nipote nota il nipote perché è [+male].,7,0,m,,0.4028076867,0.1365395063,0.3236347641
ic_mismatch,nota,11,la nipote nota il nipote perché è [+female].,7,1,f,,0.0174893085,0.1191113023,0.1366562139
ic_mismatch,stima,11,il nipote stima la nipote perché è [+male].,8,1,m,,0.0047745542,0.019173529,0.04616385722
ic_mismatch,stima,11,il nipote stima la nipote perché è [+female].,8,0,f,,0.3844644998,0.2510997239,0.4571367337
ic_mismatch,stima,11,la nipote stima il nipote perché è [+male].,8,0,m,,0.4181391685,0.1592176207,0.2693767898
ic_mismatch,stima,11,la nipote stima il nipote perché è [+female].,8,1,f,,0,0.09487670148,0.1452395103
ic_mismatch,rispetta,11,il nipote rispetta la nipote perché è [+male].,13,1,m,,0.0169147588,0.03807660984,0.09453106287
ic_mismatch,rispetta,11,il nipote rispetta la nipote perché è [+female].,13,0,f,,0.2629621029,0.2351798923,0.4187639215
ic_mismatch,rispetta,11,la nipote rispetta il nipote perché è [+male].,13,0,m,,0.3807956241,0.1271142298,0.2003346578
ic_mismatch,rispetta,11,la nipote rispetta il nipote perché è [+female].,13,1,f,,0,0.1352016972,0.2642015523
ic_mismatch,ricorda,11,il nipote ricorda la nipote perché è [+male].,8,1,m,,0,0.05253882613,0.08653757593
ic_mismatch,ricorda,11,il nipote ricorda la nipote perché è [+female].,8,0,f,,0.3720606454,0.3468790129,0.4421934276
ic_mismatch,ricorda,11,la nipote ricorda il nipote perché è [+male].,8,0,m,,0.3828018331,0.2223091167,0.2471426568
ic_mismatch,ricorda,11,la nipote ricorda il nipote perché è [+female].,8,1,f,,0,0.1616386753,0.2062374022
ic_mismatch,detesta,11,il nipote detesta la nipote perché è [+male].,11,1,m,,0.0138059505,0.07532527391,0.1167215827
ic_mismatch,detesta,11,il nipote detesta la nipote perché è [+female].,11,0,f,,0.3462060331,0.2906011734,0.3614830913
ic_mismatch,detesta,11,la nipote detesta il nipote perché è [+male].,11,0,m,,0.3254764904,0.2157877106,0.2053920412
ic_mismatch,detesta,11,la nipote detesta il nipote perché è [+female].,11,1,f,,0.019772036,0.09036222473,0.2448367439
ic_mismatch,invidia,11,il nipote invidia la nipote perché è [+male].,25,1,m,,0.0124901538,0.05793545302,0.06922897557
ic_mismatch,invidia,11,il nipote invidia la nipote perché è [+female].,25,0,f,,0.392135873,0.276439399,0.4520668846
ic_mismatch,invidia,11,la nipote invidia il nipote perché è [+male].,25,0,m,,0.3795104637,0.2018528744,0.2186448277
ic_mismatch,invidia,11,la nipote invidia il nipote perché è [+female].,25,1,f,,0.011821813,0.1030215751,0.2250648233
ic_mismatch,accompagna in macchina,12,il fratello accompagna in macchina la sorella perché è [+male].,35,1,m,,0.1398419072,0.09151017619,0.05108718202
ic_mismatch,accompagna in macchina,12,il fratello accompagna in macchina la sorella perché è [+female].,35,0,f,,0.3838825552,0.2485291502,0.5704479854
ic_mismatch,accompagna in macchina,12,la sorella accompagna in macchina il fratello perché è [+male].,35,0,m,,0.4273537593,0.2584964032,0.2811378812
ic_mismatch,accompagna in macchina,12,la sorella accompagna in macchina il fratello perché è [+female].,35,1,f,,0.1240196682,0.07938677305,0.2380100484
ic_mismatch,da spintone,12,il fratello da spintone alla sorella perché è [+male].,64,1,m,,0.1202992131,0.1774100573,0.1118995001
ic_mismatch,da spintone,12,il fratello da spintone alla sorella perché è [+female].,64,0,f,,0.1583739817,0.08427454112,0.3504945665
ic_mismatch,da spintone,12,la sorella da spintone al fratello perché è [+male].,64,0,m,,0.2109855418,0.06555295456,0.09230835107
ic_mismatch,da spintone,12,la sorella da spintone al fratello perché è [+female].,64,1,f,,0.0798042547,0.1930727481,0.3790173585
ic_mismatch,pettina,12,il fratello pettina la sorella perché è [+male].,43.75,1,m,,0.0978044164,0.02580984635,0.01558426383
ic_mismatch,pettina,12,il fratello pettina la sorella perché è [+female].,43.75,0,f,,0.2471931302,0.4307618914,0.6078532945
ic_mismatch,pettina,12,la sorella pettina il fratello perché è [+male].,43.75,0,m,,0.3552184976,0.3409812469,0.447913427
ic_mismatch,pettina,12,la sorella pettina il fratello perché è [+female].,43.75,1,f,,0.0366441673,0.05240282463,0.04129816801
ic_mismatch,abbraccia,12,il fratello abbraccia la sorella perché è [+male].,44,1,m,,0.1521582315,0.04827426095,0.06808629155
ic_mismatch,abbraccia,12,il fratello abbraccia la sorella perché è [+female].,44,0,f,,0.1548990612,0.2839558166,0.4296009769
ic_mismatch,abbraccia,12,la sorella abbraccia il fratello perché è [+male].,44,0,m,,0.2662331769,0.2478270312,0.1527564108
ic_mismatch,abbraccia,12,la sorella abbraccia il fratello perché è [+female].,44,1,f,,0.0511329393,0.05673746858,0.2971565676
ic_mismatch,schiaffeggia,12,il fratello schiaffeggia la sorella perché è [+male].,71,1,m,,0.1314050225,0.04461012082,0.06247915665
ic_mismatch,schiaffeggia,12,il fratello schiaffeggia la sorella perché è [+female].,71,0,f,,0.2020829283,0.2365673585,0.502073492
ic_mismatch,schiaffeggia,12,la sorella schiaffeggia il fratello perché è [+male].,71,0,m,,0.4208562416,0.2178773554,0.2355752039
ic_mismatch,schiaffeggia,12,la sorella schiaffeggia il fratello perché è [+female].,71,1,f,,0.0224821554,0.03338641254,0.2630189935
ic_mismatch,balla con,12,il fratello balla con la sorella perché è [+male].,41.25,1,m,,0.1764685167,0.07186151715,0.2207434402
ic_mismatch,balla con,12,il fratello balla con la sorella perché è [+female].,41.25,0,f,,0.1405980261,0.2067675958,0.2039283001
ic_mismatch,balla con,12,la sorella balla con il fratello perché è [+male].,41.25,0,m,,0.2285580146,0.1325898911,0.05047610647
ic_mismatch,balla con,12,la sorella balla con il fratello perché è [+female].,41.25,1,f,,0.1042238907,0.116562889,0.4774982284
ic_mismatch,bacia,12,il fratello bacia la sorella perché è [+male].,35,1,m,,0.1503569889,0.06697848206,0.05908267293
ic_mismatch,bacia,12,il fratello bacia la sorella perché è [+female].,35,0,f,,0.1622857931,0.2370937867,0.495859531
ic_mismatch,bacia,12,la sorella bacia il fratello perché è [+male].,35,0,m,,0.2604983929,0.2137171831,0.1517915102
ic_mismatch,bacia,12,la sorella bacia il fratello perché è [+female].,35,1,f,,0.0994590693,0.07279334264,0.3552394717
ic_mismatch,trattiene,12,il fratello trattiene la sorella perché è [+male].,37.5,1,m,,0.0668660803,0.05447625229,0.04679153848
ic_mismatch,trattiene,12,il fratello trattiene la sorella perché è [+female].,37.5,0,f,,0.2159624128,0.2058594758,0.5148894071
ic_mismatch,trattiene,12,la sorella trattiene il fratello perché è [+male].,37.5,0,m,,0.2941522803,0.157515178,0.3162410663
ic_mismatch,trattiene,12,la sorella trattiene il fratello perché è [+female].,37.5,1,f,,0.0143366503,0.04769321857,0.1614872336
ic_mismatch,telefona,12,il fratello telefona alla sorella perché è [+male].,20,1,m,,0.2389090382,0.1508356528,0.2983045368
ic_mismatch,telefona,12,il fratello telefona alla sorella perché è [+female].,20,0,f,,0.3052582534,0.2244683071,0.1633781368
ic_mismatch,telefona,12,la sorella telefona al fratello perché è [+male].,20,0,m,,0.3731637448,0.2623951188,0.05732296966
ic_mismatch,telefona,12,la sorella telefona al fratello perché è [+female].,20,1,f,,0.206814134,0.1655866364,0.4995445746
ic_mismatch,fa solletico,12,il fratello fa solletico alla sorella perché è [+male].,73.75,1,m,,0.2886513742,0.07599077793,0.06163292483
ic_mismatch,fa solletico,12,il fratello fa solletico alla sorella perché è [+female].,73.75,0,f,,0.080658034,0.184127341,0.4503341257
ic_mismatch,fa solletico,12,la sorella fa solletico al fratello perché è [+male].,73.75,0,m,,0.3543835632,0.1387719912,0.1612791779
ic_mismatch,fa solletico,12,la sorella fa solletico al fratello perché è [+female].,73.75,1,f,,0.0783089646,0.09730516095,0.3241647509
ic_mismatch,lusinga,12,il fratello lusinga la sorella perché è [+male].,40,1,m,,0.0837091389,0.04084677668,0.02242969465
ic_mismatch,lusinga,12,il fratello lusinga la sorella perché è [+female].,40,0,f,,0.250762769,0.2000466175,0.5857742534
ic_mismatch,lusinga,12,la sorella lusinga il fratello perché è [+male].,40,0,m,,0.3420491233,0.1567318738,0.3757742987
ic_mismatch,lusinga,12,la sorella lusinga il fratello perché è [+female].,40,1,f,,0.0376177686,0.05569600686,0.09816203872
ic_mismatch,disobbedisce,12,il fratello disobbedisce alla sorella perché è [+male].,72,1,m,,0.2497574454,0.1315971976,0.2331316601
ic_mismatch,disobbedisce,12,il fratello disobbedisce alla sorella perché è [+female].,72,0,f,,0.096745695,0.1599623393,0.2773947679
ic_mismatch,disobbedisce,12,la sorella disobbedisce al fratello perché è [+male].,72,0,m,,0.1632948946,0.1792463111,0.1055537378
ic_mismatch,disobbedisce,12,la sorella disobbedisce al fratello perché è [+female].,72,1,f,,0.1988779558,0.08965953952,0.456971876
ic_mismatch,aiuta,12,il fratello aiuta la sorella perché è [+male].,52,1,m,,0.0906459615,0.05197169352,0.07663414592
ic_mismatch,aiuta,12,il fratello aiuta la sorella perché è [+female].,52,0,f,,0.3103454132,0.2059163894,0.4097303577
ic_mismatch,aiuta,12,la sorella aiuta il fratello perché è [+male].,52,0,m,,0.3853767565,0.1802543611,0.08375858027
ic_mismatch,aiuta,12,la sorella aiuta il fratello perché è [+female].,52,1,f,,0.0486624748,0.03644973598,0.4028134116
ic_mismatch,imbroglia,12,il fratello imbroglia la sorella perché è [+male].,80,1,m,,0.1381019,0.107073063,0.0403615461
ic_mismatch,imbroglia,12,il fratello imbroglia la sorella perché è [+female].,80,0,f,,0.1720978171,0.3025363958,0.5471284493
ic_mismatch,imbroglia,12,la sorella imbroglia il fratello perché è [+male].,80,0,m,,0.3382127332,0.2743206625,0.2405519111
ic_mismatch,imbroglia,12,la sorella imbroglia il fratello perché è [+female].,80,1,f,,0.0270076538,0.04483903619,0.2499915094
ic_mismatch,inganna,12,il fratello inganna la sorella perché è [+male].,79,1,m,,0.1904965993,0.1084399554,0.050612099
ic_mismatch,inganna,12,il fratello inganna la sorella perché è [+female].,79,0,f,,0.1667409213,0.2311245105,0.5099146341
ic_mismatch,inganna,12,la sorella inganna il fratello perché è [+male].,79,0,m,,0.2640906405,0.2241106955,0.1670042905
ic_mismatch,inganna,12,la sorella inganna il fratello perché è [+female].,79,1,f,,0.1011055387,0.05314488802,0.317813604
ic_mismatch,tradisce,12,il fratello tradisce la sorella perché è [+male].,79,1,m,,0.2663187529,0.1337059163,0.06342690869
ic_mismatch,tradisce,12,il fratello tradisce la sorella perché è [+female].,79,0,f,,0.2148682154,0.2231835849,0.5674403355
ic_mismatch,tradisce,12,la sorella tradisce il fratello perché è [+male].,79,0,m,,0.3157959762,0.2862513624,0.1978915608
ic_mismatch,tradisce,12,la sorella tradisce il fratello perché è [+female].,79,1,f,,0.1191134311,0.07032594457,0.3764227416
ic_mismatch,sorprende,12,il fratello sorprende la sorella perché è [+male].,86,1,m,,0.3028413202,0.05064847087,0.06626853638
ic_mismatch,sorprende,12,il fratello sorprende la sorella perché è [+female].,86,0,f,,0.2017416279,0.2292333287,0.5429058248
ic_mismatch,sorprende,12,la sorella sorprende il fratello perché è [+male].,86,0,m,,0.3670781441,0.196407082,0.1696543545
ic_mismatch,sorprende,12,la sorella sorprende il fratello perché è [+female].,86,1,f,,0.1201448194,0.04625880532,0.3832331981
ic_mismatch,salva,12,il fratello salva la sorella perché è [+male].,66,1,m,,0.1651328404,0.05955869053,0.064277286
ic_mismatch,salva,12,il fratello salva la sorella perché è [+female].,66,0,f,,0.5514691465,0.257858132,0.7130585716
ic_mismatch,salva,12,la sorella salva il fratello perché è [+male].,66,0,m,,0.6030447346,0.2353175334,0.2336463741
ic_mismatch,salva,12,la sorella salva il fratello perché è [+female].,66,1,f,,0.0822545635,0.05226796633,0.4961039636
ic_mismatch,incoraggia,12,il fratello incoraggia la sorella perché è [+male].,45,1,m,,0.0264379908,0.01446641423,0.03862025612
ic_mismatch,incoraggia,12,il fratello incoraggia la sorella perché è [+female].,45,0,f,,0.2039675759,0.1485759709,0.4579165399
ic_mismatch,incoraggia,12,la sorella incoraggia il fratello perché è [+male].,45,0,m,,0.261741004,0.1688830256,0.1105646298
ic_mismatch,incoraggia,12,la sorella incoraggia il fratello perché è [+female].,45,1,f,,0.0048556062,0.0119167408,0.3224862503
ic_mismatch,fa male,12,il fratello fa male alla sorella perché è [+male].,88,1,m,,0.2952199262,0.08229205944,0.1390718704
ic_mismatch,fa male,12,il fratello fa male alla sorella perché è [+female].,88,0,f,,0.307781413,0.2084849239,0.4167156066
ic_mismatch,fa male,12,la sorella fa male al fratello perché è [+male].,88,0,m,,0.2532634404,0.2301997598,0.1052410178
ic_mismatch,fa male,12,la sorella fa male al fratello perché è [+female].,88,1,f,,0.411414599,0.05145923374,0.4718143363
ic_mismatch,affescina,12,il fratello affescina la sorella perché è [+male].,86,1,m,,0.0369906165,0.03979153559,0.05395702692
ic_mismatch,affescina,12,il fratello affescina la sorella perché è [+female].,86,0,f,,0.3544248394,0.2298544189,0.5704583158
ic_mismatch,affescina,12,la sorella affescina il fratello perché è [+male].,86,0,m,,0.4376363903,0.220535093,0.2231988914
ic_mismatch,affescina,12,la sorella affescina il fratello perché è [+female].,86,1,f,,0.0153209879,0.02785586985,0.3335333816
ic_mismatch,piace,12,il fratello piace alla sorella perché è [+male].,92,1,m,,0.2446429217,0.0896497746,0.2363188817
ic_mismatch,piace,12,il fratello piace alla sorella perché è [+female].,92,0,f,,0.0626877318,0.1809809646,0.1713059983
ic_mismatch,piace,12,la sorella piace al fratello perché è [+male].,92,0,m,,0.1176209101,0.151438731,0.06715639017
ic_mismatch,piace,12,la sorella piace al fratello perché è [+female].,92,1,f,,0.1825334593,0.09607031615,0.4252116678
ic_mismatch,diverte,12,il fratello diverte la sorella perché è [+male].,89,1,m,,0.0570600438,0.07237977302,0.04138400056
ic_mismatch,diverte,12,il fratello diverte la sorella perché è [+female].,89,0,f,,0.2531844731,0.2086004927,0.4889264363
ic_mismatch,diverte,12,la sorella diverte il fratello perché è [+male].,89,0,m,,0.3391959905,0.2617944968,0.1735292725
ic_mismatch,diverte,12,la sorella diverte il fratello perché è [+female].,89,1,f,,0.0142306574,0.04200341552,0.2613995128
ic_mismatch,crea problemi,12,il fratello crea problemi alla sorella perché è [+male].,81,1,m,,0.2164416716,0.0894486648,0.1558141343
ic_mismatch,crea problemi,12,il fratello crea problemi alla sorella perché è [+female].,81,0,f,,0.177123521,0.1560797989,0.3188184079
ic_mismatch,crea problemi,12,la sorella crea problemi al fratello perché è [+male].,81,0,m,,0.1701473009,0.1761326478,0.1606459578
ic_mismatch,crea problemi,12,la sorella crea problemi al fratello perché è [+female].,81,1,f,,0.2396787074,0.06696224352,0.3205730991
ic_mismatch,delude,12,il fratello delude la sorella perché è [+male].,71,1,m,,0.1011577081,0.06974932784,0.02957139153
ic_mismatch,delude,12,il fratello delude la sorella perché è [+female].,71,0,f,,0.3302288963,0.241555789,0.586166454
ic_mismatch,delude,12,la sorella delude il fratello perché è [+male].,71,0,m,,0.3786367946,0.2047236147,0.3252616527
ic_mismatch,delude,12,la sorella delude il fratello perché è [+female].,71,1,f,,0.0661906833,0.04017167445,0.1504500868
ic_mismatch,spaventa,12,il fratello spaventa la sorella perché è [+male].,84,1,m,,0.1402133466,0.08799997531,0.03352935123
ic_mismatch,spaventa,12,il fratello spaventa la sorella perché è [+female].,84,0,f,,0.3272374966,0.190860935,0.6298514707
ic_mismatch,spaventa,12,la sorella spaventa il fratello perché è [+male].,84,0,m,,0.4872308774,0.1872618692,0.3868333645
ic_mismatch,spaventa,12,la sorella spaventa il fratello perché è [+female].,84,1,f,,0.0320634609,0.07016671775,0.167301096
ic_mismatch,stupisce,12,il fratello stupisce la sorella perché è [+male].,96,1,m,,0.160774265,0.06763395551,0.03450254048
ic_mismatch,stupisce,12,il fratello stupisce la sorella perché è [+female].,96,0,f,,0.2514541284,0.1602379433,0.5420409134
ic_mismatch,stupisce,12,la sorella stupisce il fratello perché è [+male].,96,0,m,,0.2264195313,0.1655978695,0.2550803658
ic_mismatch,stupisce,12,la sorella stupisce il fratello perché è [+female].,96,1,f,,0.1368467645,0.05804287223,0.2005236875
ic_mismatch,infastidisce,12,il fratello infastidisce la sorella perché è [+male].,76,1,m,,0.1789278532,0.06641708035,0.03064550308
ic_mismatch,infastidisce,12,il fratello infastidisce la sorella perché è [+female].,76,0,f,,0.1434702342,0.2190721119,0.7401008643
ic_mismatch,infastidisce,12,la sorella infastidisce il fratello perché è [+male].,76,0,m,,0.2198679824,0.2376053897,0.4334393668
ic_mismatch,infastidisce,12,la sorella infastidisce il fratello perché è [+female].,76,1,f,,0.0878519416,0.03194826841,0.2309993852
ic_mismatch,annoia,12,il fratello annoia la sorella perché è [+male].,86,1,m,,0.1577617312,0.10814363,0.02447683911
ic_mismatch,annoia,12,il fratello annoia la sorella perché è [+female].,86,0,f,,0.2096700007,0.2474837396,0.554662748
ic_mismatch,annoia,12,la sorella annoia il fratello perché è [+male].,86,0,m,,0.3848183216,0.3245689641,0.3670119948
ic_mismatch,annoia,12,la sorella annoia il fratello perché è [+female].,86,1,f,,0.0316540576,0.01575546525,0.09464128176
ic_mismatch,mette in guardia,12,il fratello mette in guardia la sorella perché è [+male].,42,1,m,,0.0851898547,0.1239625937,0.02584011498
ic_mismatch,mette in guardia,12,il fratello mette in guardia la sorella perché è [+female].,42,0,f,,0.2134608347,0.197160301,0.749839289
ic_mismatch,mette in guardia,12,la sorella mette in guardia il fratello perché è [+male].,42,0,m,,0.3528406299,0.1894836645,0.5162327632
ic_mismatch,mette in guardia,12,la sorella mette in guardia il fratello perché è [+female].,42,1,f,,0.0125738876,0.1084779692,0.1575847773
ic_mismatch,odia,12,il fratello odia la sorella perché è [+male].,29,1,m,,0.0579619887,0.08422039077,0.03258414508
ic_mismatch,odia,12,il fratello odia la sorella perché è [+female].,29,0,f,,0.2470926242,0.2365656965,0.4801742737
ic_mismatch,odia,12,la sorella odia il fratello perché è [+male].,29,0,m,,0.2705522119,0.2365453723,0.2267384104
ic_mismatch,odia,12,la sorella odia il fratello perché è [+female].,29,1,f,,0.0280053085,0.06350954808,0.1608660867
ic_mismatch,si fida,12,il fratello si fida della sorella perché è [+male].,8,1,m,,0.1128426013,0.08243016945,0.3097638661
ic_mismatch,si fida,12,il fratello si fida della sorella perché è [+female].,8,0,f,,0.1350046592,0.1793638021,0.1259083946
ic_mismatch,si fida,12,la sorella si fida del fratello perché è [+male].,8,0,m,,0.2253625309,0.1492833807,0.06980695843
ic_mismatch,si fida,12,la sorella si fida del fratello perché è [+female].,8,1,f,,0.0296954061,0.0924956603,0.4238605779
ic_mismatch,compatisce,12,il fratello compatisce la sorella perché è [+male].,14,1,m,,0.0344733424,0.02378680557,0.1111435525
ic_mismatch,compatisce,12,il fratello compatisce la sorella perché è [+female].,14,0,f,,0.2456442383,0.2806074065,0.3185063465
ic_mismatch,compatisce,12,la sorella compatisce il fratello perché è [+male].,14,0,m,,0.2725824062,0.2555480776,0.1139277
ic_mismatch,compatisce,12,la sorella compatisce il fratello perché è [+female].,14,1,f,,0.0225159586,0.006698898971,0.3089655321
ic_mismatch,teme,12,il fratello teme la sorella perché è [+male].,14,1,m,,0.1717550275,0.1239072359,0.05216185073
ic_mismatch,teme,12,il fratello teme la sorella perché è [+female].,14,0,f,,0.2057336364,0.2001393749,0.4377008829
ic_mismatch,teme,12,la sorella teme il fratello perché è [+male].,14,0,m,,0.2729701218,0.2363769049,0.2394750739
ic_mismatch,teme,12,la sorella teme il fratello perché è [+female].,14,1,f,,0.109692276,0.0879912558,0.1705384882
ic_mismatch,nota,12,il fratello nota la sorella perché è [+male].,7,1,m,,0.0294035655,0.03853897098,0.05473363551
ic_mismatch,nota,12,il fratello nota la sorella perché è [+female].,7,0,f,,0.2617080733,0.2195551568,0.5086611033
ic_mismatch,nota,12,la sorella nota il fratello perché è [+male].,7,0,m,,0.2556167813,0.2117741746,0.3001682835
ic_mismatch,nota,12,la sorella nota il fratello perché è [+female].,7,1,f,,0.0591746394,0.02647781931,0.1730769566
ic_mismatch,stima,12,il fratello stima la sorella perché è [+male].,8,1,m,,0.0368960968,0.04024712835,0.06031880656
ic_mismatch,stima,12,il fratello stima la sorella perché è [+female].,8,0,f,,0.3585949522,0.2333535892,0.4468832376
ic_mismatch,stima,12,la sorella stima il fratello perché è [+male].,8,0,m,,0.3303393926,0.2359911683,0.2729951233
ic_mismatch,stima,12,la sorella stima il fratello perché è [+female].,8,1,f,,0.0116706803,0.03735682415,0.1622026181
ic_mismatch,rispetta,12,il fratello rispetta la sorella perché è [+male].,13,1,m,,0.0688938526,0.04905170435,0.08239475568
ic_mismatch,rispetta,12,il fratello rispetta la sorella perché è [+female].,13,0,f,,0.1979520139,0.2235450298,0.4343265843
ic_mismatch,rispetta,12,la sorella rispetta il fratello perché è [+male].,13,0,m,,0.3311493238,0.2049583299,0.1958612285
ic_mismatch,rispetta,12,la sorella rispetta il fratello perché è [+female].,13,1,f,,0.0148947919,0.06370180426,0.2837841896
ic_mismatch,ricorda,12,il fratello ricorda la sorella perché è [+male].,8,1,m,,0.1367509346,0.06064195791,0.06815396145
ic_mismatch,ricorda,12,il fratello ricorda la sorella perché è [+female].,8,0,f,,0.25090789,0.2912698057,0.4892064288
ic_mismatch,ricorda,12,la sorella ricorda il fratello perché è [+male].,8,0,m,,0.357080034,0.2764086421,0.2453170994
ic_mismatch,ricorda,12,la sorella ricorda il fratello perché è [+female].,8,1,f,,0.0599895706,0.05430470826,0.2300650888
ic_mismatch,detesta,12,il fratello detesta la sorella perché è [+male].,11,1,m,,0.0574660809,0.07246663328,0.1008757332
ic_mismatch,detesta,12,il fratello detesta la sorella perché è [+female].,11,0,f,,0.2351973588,0.2925469982,0.4043835491
ic_mismatch,detesta,12,la sorella detesta il fratello perché è [+male].,11,0,m,,0.2374308817,0.3079945724,0.2234206962
ic_mismatch,detesta,12,la sorella detesta il fratello perché è [+female].,11,1,f,,0.0380465644,0.0263840952,0.2522438341
ic_mismatch,invidia,12,il fratello invidia la sorella perché è [+male].,25,1,m,,0.0504745292,0.05936840177,0.05053186091
ic_mismatch,invidia,12,il fratello invidia la sorella perché è [+female].,25,0,f,,0.3153524548,0.2864171844,0.4738666798
